county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km
BT,Botosani,Dorohoi,776612,0.455,0.508,0.353,0.39,0.423,0.34,4.82,12.84,451.07,63.14
SV,Suceava,Radauti,203658,0.339,0.506,0.333,0.495,0.367,0.27,7.5,5.35,97.69,122.78
CJ,Cluj,Turda,653089,0.539,0.456,0.259,0.34,0.413,0.29,1.08,0.18,96.92,106.51
CJ,Cluj,Cluj-Napoca,222387,0.512,0.373,0.305,0.393,0.331,0.09,0.47,1.15,451.4,124.66
SM,Satu Mare,Satu Mare,967561,0.347,0.394,0.334,0.392,0.305,0.07,3.14,5.42,531.59,286.93
BC,Bacau,Bacau,359445,0.471,0.368,0.415,0.39,0.4,0.12,4.56,13.95,425.53,272.03
IF,Ilfov,Chitila,442559,0.52,0.387,0.319,0.366,0.3,0.51,1.02,7.94,479.14,173.35
IF,Ilfov,Otopeni,473544,0.411,0.303,0.399,0.327,0.376,0.09,2.61,7.63,407.55,181.32
CJ,Cluj,Dej,491007,0.574,0.398,0.246,0.384,0.331,0.53,0.59,1.29,352.38,73.3
VL,Valcea,Dragasani,575112,0.36,0.367,0.371,0.299,0.392,0.48,0.2,0.82,260.65,66.74
MS,Mures,Targu Mures,239180,0.348,0.509,0.329,0.448,0.425,0.36,7.5,5.62,586.12,161.15
BN,Bistrita-Nasaud,Nasaud,529262,0.167,0.309,0.179,0.195,0.226,0.36,7.5,18.0,550.26,196.85
GL,Galati,Galati,259577,0.396,0.422,0.568,0.461,0.354,0.11,0.75,5.89,109.86,5.74
BZB,Bucuresti,Sector 3,921611,0.746,0.306,0.228,0.359,0.352,0.06,0.52,0.62,258.36,327.49
AR,Arad,Lipova,383996,0.422,0.351,0.356,0.434,0.306,0.11,3.06,9.3,554.95,219.3
SV,Suceava,Falticeni,704007,0.322,0.557,0.421,0.379,0.377,0.09,2.63,12.84,138.75,244.87
DJ,Dolj,Bailesti,139161,0.385,0.339,0.347,0.408,0.352,0.3,4.19,18.0,447.75,155.54
OT,Olt,Slatina,793502,0.372,0.358,0.409,0.401,0.397,0.18,7.5,9.58,450.38,334.64
BH,Bihor,Oradea,312086,0.426,0.343,0.308,0.44,0.378,0.19,1.48,3.84,158.22,101.85
PH,Prahova,Campina,629088,0.487,0.449,0.295,0.317,0.413,0.97,0.1,2.09,159.6,305.55
VL,Valcea,Dragasani,989267,0.378,0.405,0.395,0.316,0.319,0.64,3.17,3.01,205.93,181.71
CT,Constanta,Mangalia,223065,0.441,0.258,0.653,0.683,0.302,0.19,3.15,12.45,25.59,12.73
BZB,Bucuresti,Sector 4,616788,0.683,0.298,0.197,0.347,0.354,0.24,0.59,3.79,452.49,213.6
BZB,Bucuresti,Sector 4,499397,0.724,0.319,0.248,0.375,0.372,0.83,0.59,3.18,197.65,141.36
VL,Valcea,Ramnicu Valcea,979780,0.363,0.484,0.368,0.305,0.394,0.85,2.1,13.29,522.5,373.44
MM,Maramures,Baia Mare,407084,0.327,0.517,0.343,0.487,0.474,0.28,3.56,3.94,294.0,180.53
MS,Mures,Reghin,517609,0.31,0.431,0.285,0.411,0.45,1.2,2.92,18.0,110.08,381.73
TM,Timis,Timisoara,631569,0.528,0.385,0.258,0.376,0.345,0.13,0.61,0.79,218.45,289.93
BH,Bihor,Salonta,800076,0.455,0.389,0.308,0.427,0.322,0.13,0.2,9.93,461.73,301.45
BV,Brasov,Brasov,561122,0.343,0.635,0.382,0.485,0.398,0.13,1.43,18.0,598.78,148.07
SJ,Salaj,Zalau,773517,0.323,0.407,0.288,0.375,0.37,0.31,1.71,13.81,328.84,366.44
CJ,Cluj,Cluj-Napoca,320166,0.499,0.379,0.293,0.421,0.395,0.57,0.27,4.65,161.8,226.21
GJ,Gorj,Targu Jiu,366061,0.422,0.442,0.409,0.318,0.356,0.39,1.48,7.93,203.47,267.3
TM,Timis,Timisoara,475175,0.554,0.369,0.258,0.376,0.312,0.7,1.59,1.43,306.39,34.89
BZB,Bucuresti,Sector 5,604168,0.641,0.331,0.208,0.319,0.36,0.93,0.18,1.75,81.22,234.33
PH,Prahova,Campina,803069,0.488,0.435,0.279,0.312,0.418,0.14,0.37,0.3,507.95,150.75
GR,Giurgiu,Giurgiu,324888,0.437,0.315,0.525,0.446,0.332,0.87,2.82,7.26,585.6,13.03
MS,Mures,Targu Mures,250573,0.302,0.503,0.257,0.455,0.432,0.11,1.33,9.73,400.16,339.03
IS,Iasi,Pascani,764720,0.499,0.403,0.319,0.383,0.343,0.44,1.0,0.36,179.48,294.69
BZ,Buzau,Buzau,669402,0.415,0.408,0.334,0.33,0.384,0.31,7.5,6.36,358.02,186.79
IS,Iasi,Iasi,436194,0.62,0.325,0.284,0.374,0.355,1.05,0.26,0.62,577.76,60.68
CV,Covasna,Sfantu Gheorghe,317797,0.3,0.533,0.398,0.461,0.384,0.2,7.5,12.96,361.2,179.04
BC,Bacau,Onesti,755703,0.408,0.439,0.342,0.439,0.351,0.76,3.61,4.74,323.85,140.24
BC,Bacau,Onesti,467842,0.424,0.382,0.458,0.357,0.385,0.07,0.41,4.66,467.61,295.01
CJ,Cluj,Dej,798214,0.563,0.368,0.24,0.382,0.327,0.24,0.31,2.3,381.86,69.26
CJ,Cluj,Turda,797898,0.531,0.407,0.312,0.36,0.378,0.24,0.4,1.55,201.84,34.23
MM,Maramures,Sighetu Marmatiei,236597,0.336,0.615,0.323,0.484,0.405,0.06,0.73,18.0,178.41,105.8
TM,Timis,Lugoj,243367,0.548,0.412,0.281,0.412,0.324,0.21,1.01,0.38,337.45,32.98
VL,Valcea,Ramnicu Valcea,123275,0.349,0.441,0.37,0.351,0.406,0.45,7.5,18.0,153.22,128.66
HR,Harghita,Miercurea Ciuc,944795,0.29,0.551,0.401,0.522,0.473,0.35,0.33,3.7,378.03,394.7
TM,Timis,Sannicolau Mare,354982,0.581,0.433,0.294,0.416,0.396,0.13,0.2,1.42,530.41,363.09
SM,Satu Mare,Satu Mare,988556,0.381,0.385,0.371,0.452,0.344,0.1,5.04,14.06,111.75,325.32
BH,Bihor,Alesd,388250,0.381,0.373,0.342,0.409,0.346,0.13,1.95,15.52,588.1,60.32
AB,Alba,Alba Iulia,266263,0.367,0.536,0.339,0.392,0.419,0.32,0.81,6.65,493.06,381.72
AB,Alba,Aiud,851551,0.294,0.623,0.331,0.47,0.438,1.84,3.99,8.53,473.79,63.03
CL,Calarasi,Calarasi,671347,0.362,0.326,0.443,0.365,0.37,0.27,2.74,6.99,571.93,14.99
BZB,Bucuresti,Sector 5,311937,0.772,0.293,0.253,0.371,0.394,0.2,0.22,0.47,525.88,253.17
AB,Alba,Aiud,897741,0.344,0.612,0.306,0.417,0.471,1.43,2.42,3.84,123.94,167.98
PH,Prahova,Sinaia,733591,0.502,0.446,0.303,0.382,0.422,0.11,0.63,0.23,85.31,273.92
SB,Sibiu,Medias,127010,0.363,0.592,0.344,0.469,0.482,0.32,4.48,3.0,315.06,53.62
SJ,Salaj,Zalau,633133,0.331,0.509,0.308,0.401,0.409,0.05,3.45,4.73,430.64,37.6
BZB,Bucuresti,Sector 3,982639,0.591,0.321,0.199,0.322,0.325,0.09,0.66,2.66,238.97,96.58
TL,Tulcea,Tulcea,516943,0.44,0.269,0.554,0.521,0.356,0.18,1.2,2.42,13.77,23.39
BZB,Bucuresti,Sector 2,262903,0.744,0.283,0.255,0.378,0.37,0.29,0.45,3.03,211.77,60.88
CT,Constanta,Mangalia,417877,0.439,0.238,0.668,0.511,0.389,0.36,4.74,4.81,28.52,8.96
BZB,Bucuresti,Sector 5,479193,0.642,0.354,0.253,0.304,0.342,0.17,0.25,0.57,409.19,348.07
TL,Tulcea,Tulcea,335340,0.455,0.225,0.547,0.651,0.4,0.21,2.27,18.0,23.43,23.82
AG,Arges,Pitesti,104558,0.43,0.412,0.365,0.357,0.397,0.07,7.5,4.43,488.55,48.46
GJ,Gorj,Targu Jiu,358961,0.385,0.448,0.389,0.31,0.377,0.13,3.61,6.1,167.77,31.61
VN,Vrancea,Adjud,183475,0.469,0.417,0.376,0.34,0.424,0.47,1.2,18.0,483.03,88.42
HR,Harghita,Miercurea Ciuc,241734,0.285,0.59,0.394,0.482,0.456,0.29,4.46,17.36,589.98,161.1
IS,Iasi,Iasi,203090,0.571,0.365,0.298,0.354,0.391,0.11,0.1,0.9,367.31,144.19
BZ,Buzau,Buzau,796369,0.429,0.441,0.427,0.364,0.33,0.87,3.81,9.06,522.22,253.31
AR,Arad,Lipova,810314,0.362,0.352,0.293,0.356,0.334,0.12,2.92,18.0,321.84,300.71
BR,Braila,Braila,725419,0.382,0.357,0.508,0.431,0.385,0.17,1.97,4.4,420.72,6.29
HR,Harghita,Miercurea Ciuc,611462,0.336,0.514,0.325,0.42,0.478,0.09,6.29,3.61,143.66,205.14
TM,Timis,Timisoara,163700,0.548,0.417,0.272,0.405,0.399,12.48,0.72,0.51,592.09,338.53
CT,Constanta,Medgidia,389981,0.42,0.249,0.712,0.513,0.374,0.2,7.5,2.52,24.77,11.84
CL,Calarasi,Oltenita,976605,0.403,0.36,0.539,0.424,0.329,0.08,1.03,5.57,323.41,17.01
CT,Constanta,Medgidia,218101,0.353,0.265,0.707,0.536,0.31,0.17,2.8,4.97,15.88,23.92
MS,Mures,Targu Mures,430238,0.352,0.556,0.272,0.393,0.394,0.07,0.72,2.12,118.64,112.25
AR,Arad,Arad,155116,0.398,0.435,0.303,0.428,0.327,0.07,1.44,9.39,544.1,101.96
VL,Valcea,Ramnicu Valcea,313975,0.395,0.382,0.401,0.325,0.337,0.12,0.94,7.55,437.55,131.56
CJ,Cluj,Cluj-Napoca,667587,0.541,0.473,0.262,0.361,0.339,0.22,0.13,1.09,129.16,382.49
BT,Botosani,Dorohoi,407805,0.368,0.424,0.333,0.342,0.411,0.11,0.95,15.46,563.21,216.61
AG,Arges,Curtea de Arges,704185,0.451,0.342,0.367,0.329,0.323,0.13,3.85,0.96,205.02,155.77
CV,Covasna,Targu Secuiesc,887360,0.304,0.562,0.342,0.465,0.384,0.17,7.33,3.19,547.22,172.65
AB,Alba,Alba Iulia,846758,0.301,0.567,0.305,0.426,0.393,1.82,4.1,1.67,201.44,175.45
SB,Sibiu,Medias,223512,0.316,0.52,0.369,0.444,0.399,0.26,0.35,2.24,211.52,59.11
CS,Caras-Severin,Caransebes,136755,0.172,0.259,0.169,0.219,0.23,0.07,2.99,7.74,372.62,124.8
DJ,Dolj,Bailesti,999675,0.46,0.323,0.402,0.375,0.32,0.09,1.71,14.3,262.81,159.4
BZB,Bucuresti,Sector 3,244909,0.63,0.36,0.24,0.323,0.305,0.08,0.42,2.8,512.94,89.94
HD,Hunedoara,Deva,250679,0.328,0.57,0.28,0.47,0.426,0.46,5.2,0.24,518.17,69.8
HD,Hunedoara,Hunedoara,473914,0.367,0.529,0.286,0.462,0.385,0.13,4.08,4.4,273.99,48.53
BZB,Bucuresti,Sector 3,920483,0.711,0.332,0.195,0.332,0.318,0.1,1.17,1.23,160.55,300.92
MH,Mehedinti,Drobeta-Turnu Severin,821819,0.228,0.185,0.299,0.192,0.186,0.06,3.65,14.52,537.66,1.28
MM,Maramures,Sighetu Marmatiei,713418,0.356,0.607,0.368,0.485,0.474,0.2,0.86,15.65,379.2,394.61
BV,Brasov,Brasov,813660,0.295,0.66,0.389,0.43,0.386,1.69,7.5,11.33,200.68,336.37
AR,Arad,Arad,391661,0.419,0.387,0.345,0.448,0.389,0.15,7.5,18.0,530.34,122.06
BC,Bacau,Onesti,866071,0.498,0.363,0.421,0.359,0.396,0.06,1.23,8.53,460.72,30.24
CJ,Cluj,Turda,341181,0.527,0.38,0.251,0.361,0.347,0.19,0.78,0.51,177.0,277.76
TL,Tulcea,Tulcea,477180,0.459,0.22,0.69,0.668,0.361,0.05,5.18,2.46,8.88,12.79
BZB,Bucuresti,Sector 3,280692,0.642,0.296,0.197,0.382,0.34,0.07,0.45,1.22,282.11,283.75
IF,Ilfov,Voluntari,290750,0.487,0.376,0.36,0.331,0.386,0.1,5.12,1.1,298.9,69.1
AB,Alba,Alba Iulia,845552,0.31,0.502,0.356,0.451,0.427,2.99,3.1,16.59,444.46,119.48
AR,Arad,Arad,196811,0.454,0.388,0.369,0.425,0.389,0.57,5.74,7.7,506.87,394.5
TM,Timis,Timisoara,843648,0.536,0.46,0.295,0.359,0.4,0.46,0.89,3.93,595.21,246.07
PH,Prahova,Sinaia,426959,0.457,0.393,0.329,0.328,0.357,0.09,1.18,3.6,509.45,222.6
OT,Olt,Caracal,450333,0.396,0.345,0.387,0.346,0.387,0.4,1.17,3.58,571.05,154.4
GL,Galati,Tecuci,926854,0.469,0.427,0.458,0.409,0.333,0.2,2.95,18.0,99.18,5.18
BH,Bihor,Salonta,395416,0.391,0.426,0.311,0.36,0.312,0.06,7.5,6.84,385.02,239.1
CT,Constanta,Constanta,754090,0.382,0.279,0.544,0.629,0.325,0.51,0.57,8.02,24.21,12.51
IS,Iasi,Pascani,876957,0.53,0.393,0.303,0.368,0.361,1.44,0.76,4.47,541.92,179.85
BV,Brasov,Sacele,711709,0.313,0.668,0.33,0.509,0.466,0.11,4.29,18.0,552.22,331.03
CJ,Cluj,Dej,221853,0.563,0.473,0.314,0.331,0.36,0.06,0.27,2.94,157.76,95.46
GL,Galati,Tecuci,174586,0.361,0.321,0.55,0.469,0.413,0.38,0.93,4.38,364.34,17.5
VS,Vaslui,Vaslui,134181,0.423,0.323,0.384,0.421,0.358,0.08,3.41,7.02,333.19,284.84
BH,Bihor,Oradea,576533,0.359,0.345,0.285,0.396,0.392,0.25,7.5,18.0,476.71,60.19
AG,Arges,Curtea de Arges,105908,0.45,0.369,0.417,0.39,0.428,0.65,2.57,3.35,162.92,105.95
BC,Bacau,Moinesti,343023,0.506,0.405,0.352,0.441,0.456,0.51,7.5,6.11,534.51,289.06
TR,Teleorman,Alexandria,816869,0.44,0.402,0.377,0.365,0.373,0.07,3.34,18.0,258.74,304.31
CJ,Cluj,Turda,100007,0.519,0.377,0.298,0.4,0.36,0.3,0.75,2.11,563.64,305.67
MS,Mures,Sighisoara,586243,0.367,0.509,0.271,0.414,0.359,0.24,7.5,6.26,159.27,230.31
AG,Arges,Pitesti,852280,0.352,0.428,0.337,0.365,0.399,0.09,2.64,9.94,160.22,147.39
AR,Arad,Lipova,546951,0.35,0.4,0.341,0.378,0.325,0.29,5.58,3.76,156.04,288.25
BZB,Bucuresti,Sector 5,873766,0.674,0.337,0.228,0.324,0.366,0.28,0.47,1.14,304.55,382.44
BZB,Bucuresti,Sector 2,203498,0.658,0.282,0.205,0.339,0.354,0.14,0.31,1.26,557.44,325.68
BN,Bistrita-Nasaud,Nasaud,556964,0.153,0.327,0.157,0.219,0.248,0.5,7.06,10.95,504.1,164.65
CJ,Cluj,Cluj-Napoca,148172,0.45,0.416,0.237,0.373,0.341,0.26,0.39,3.13,376.86,329.86
VS,Vaslui,Barlad,169250,0.439,0.36,0.373,0.425,0.431,0.11,0.74,4.54,123.29,197.6
TM,Timis,Sannicolau Mare,186171,0.544,0.45,0.271,0.34,0.298,0.84,0.13,0.51,205.12,271.25
TL,Tulcea,Babadag,571860,0.395,0.242,0.694,0.52,0.317,1.33,1.37,3.51,8.42,10.4
BR,Braila,Braila,997599,0.346,0.4,0.503,0.412,0.331,0.24,1.65,5.97,360.03,10.09
AR,Arad,Arad,650876,0.426,0.401,0.343,0.355,0.327,0.38,0.42,18.0,190.18,353.15
BZ,Buzau,Buzau,917464,0.439,0.37,0.381,0.371,0.397,0.17,4.17,1.87,222.97,168.2
BZB,Bucuresti,Sector 2,295392,0.651,0.298,0.204,0.364,0.368,1.83,0.52,0.57,443.64,386.08
BV,Brasov,Fagaras,958951,0.28,0.621,0.347,0.463,0.392,0.06,7.5,18.0,185.1,162.25
AB,Alba,Sebes,815837,0.362,0.549,0.334,0.382,0.409,0.06,1.65,18.0,348.26,144.97
BZ,Buzau,Ramnicul Sarat,321755,0.442,0.375,0.402,0.392,0.329,0.13,3.2,14.07,579.69,229.07
BN,Bistrita-Nasaud,Bistrita,269131,0.128,0.297,0.168,0.227,0.203,0.14,0.99,15.76,280.0,32.81
CT,Constanta,Mangalia,974798,0.359,0.258,0.572,0.677,0.307,0.11,2.47,7.5,24.39,5.17
BV,Brasov,Brasov,924988,0.297,0.567,0.395,0.517,0.461,0.17,4.42,18.0,415.95,363.97
IL,Ialomita,Fetesti,741173,0.37,0.327,0.367,0.333,0.394,0.21,3.05,5.6,300.49,95.34
TM,Timis,Timisoara,627183,0.462,0.39,0.301,0.372,0.365,0.07,0.1,0.98,585.82,197.95
CS,Caras-Severin,Caransebes,964082,0.169,0.333,0.152,0.206,0.211,1.98,4.35,5.89,174.71,82.46
SB,Sibiu,Medias,334038,0.3,0.549,0.329,0.371,0.39,0.48,0.83,4.68,326.34,302.26
BZ,Buzau,Buzau,126289,0.442,0.404,0.429,0.389,0.399,0.09,0.25,8.35,327.23,199.98
HR,Harghita,Odorheiu Secuiesc,959727,0.314,0.566,0.389,0.521,0.418,0.95,1.35,18.0,549.15,272.81
BZB,Bucuresti,Sector 1,650331,0.731,0.35,0.251,0.33,0.333,0.07,1.67,0.24,166.43,273.21
BZ,Buzau,Buzau,659850,0.444,0.41,0.371,0.331,0.393,0.19,0.2,4.13,232.88,212.87
CS,Caras-Severin,Resita,868823,0.128,0.277,0.199,0.206,0.258,0.08,3.79,10.19,298.23,246.51
BV,Brasov,Fagaras,478338,0.331,0.638,0.339,0.543,0.408,0.43,2.69,11.1,500.08,329.17
PH,Prahova,Sinaia,308544,0.566,0.371,0.292,0.385,0.411,0.09,0.11,1.43,202.0,348.16
BV,Brasov,Fagaras,563973,0.292,0.588,0.318,0.493,0.472,0.11,0.62,4.61,108.52,245.73
BV,Brasov,Sacele,367203,0.331,0.534,0.322,0.45,0.453,0.24,1.7,2.26,400.52,318.13
BH,Bihor,Alesd,683063,0.422,0.392,0.294,0.377,0.346,1.18,0.23,11.38,373.36,130.23
BZB,Bucuresti,Sector 1,206223,0.624,0.366,0.228,0.38,0.311,0.83,0.84,1.36,206.29,351.25
DB,Dambovita,Targoviste,232253,0.366,0.407,0.429,0.416,0.402,0.17,7.5,4.56,556.15,34.33
BH,Bihor,Salonta,445740,0.356,0.396,0.321,0.366,0.375,0.18,4.59,7.83,163.08,310.3
MM,Maramures,Sighetu Marmatiei,165936,0.353,0.517,0.299,0.393,0.473,0.12,6.1,9.81,406.63,330.41
MH,Mehedinti,Drobeta-Turnu Severin,861008,0.191,0.192,0.323,0.209,0.15,0.19,0.97,18.0,543.34,10.55
AG,Arges,Campulung,646490,0.399,0.45,0.425,0.333,0.427,0.07,0.37,3.62,158.58,63.97
DJ,Dolj,Bailesti,478565,0.405,0.386,0.42,0.389,0.322,0.37,5.63,10.6,551.92,356.68
BZB,Bucuresti,Sector 5,625636,0.702,0.302,0.254,0.34,0.375,0.37,1.76,1.05,165.13,257.42
PH,Prahova,Sinaia,778775,0.537,0.368,0.27,0.312,0.398,0.39,0.2,0.39,483.0,105.95
TR,Teleorman,Turnu Magurele,888472,0.37,0.401,0.371,0.427,0.373,0.3,5.23,4.09,288.51,231.64
TM,Timis,Timisoara,622563,0.539,0.405,0.288,0.413,0.37,0.46,1.19,1.5,191.73,302.18
BZB,Bucuresti,Sector 1,846048,0.588,0.297,0.228,0.314,0.315,0.23,0.1,0.86,376.19,396.7
CS,Caras-Severin,Resita,933655,0.149,0.282,0.175,0.255,0.199,0.07,6.14,13.55,477.57,242.33
MM,Maramures,Baia Mare,858226,0.31,0.615,0.391,0.376,0.401,2.94,4.22,11.31,265.06,153.69
TM,Timis,Timisoara,105869,0.502,0.434,0.286,0.352,0.389,0.44,0.72,0.54,515.88,196.74
BZ,Buzau,Ramnicul Sarat,925895,0.369,0.405,0.347,0.422,0.383,0.26,3.01,2.83,514.14,313.92
CV,Covasna,Targu Secuiesc,476089,0.278,0.573,0.335,0.466,0.454,0.63,5.98,14.41,104.6,258.84
AB,Alba,Alba Iulia,172267,0.288,0.492,0.283,0.42,0.404,0.57,5.73,1.96,562.1,132.4
PH,Prahova,Ploiesti,870241,0.533,0.454,0.27,0.341,0.415,3.21,0.51,1.0,99.93,40.82
TM,Timis,Timisoara,308255,0.523,0.443,0.263,0.388,0.4,1.44,1.33,0.95,533.52,99.27
TM,Timis,Timisoara,551370,0.5,0.377,0.308,0.381,0.323,0.18,0.95,1.53,498.2,93.86
SJ,Salaj,Zalau,561987,0.381,0.509,0.318,0.41,0.367,0.42,1.5,18.0,252.36,318.09
BZB,Bucuresti,Sector 1,722915,0.617,0.331,0.233,0.328,0.326,0.24,0.28,1.06,191.83,65.75
BT,Botosani,Dorohoi,270732,0.435,0.464,0.358,0.353,0.341,0.69,2.45,16.25,450.76,301.74
IF,Ilfov,Otopeni,965060,0.44,0.372,0.345,0.407,0.305,0.15,3.01,18.0,590.09,130.77
GR,Giurgiu,Giurgiu,141210,0.364,0.383,0.481,0.436,0.388,0.07,4.44,6.67,309.19,10.17
SB,Sibiu,Medias,606620,0.352,0.494,0.357,0.473,0.391,0.27,4.31,16.44,533.89,120.32
VS,Vaslui,Husi,389189,0.421,0.413,0.41,0.324,0.382,0.29,0.61,7.01,194.9,295.32
IF,Ilfov,Otopeni,763391,0.425,0.333,0.331,0.375,0.332,0.05,2.75,1.16,245.73,334.42
TL,Tulcea,Tulcea,640474,0.392,0.256,0.695,0.679,0.387,0.1,2.53,1.29,5.46,8.64
IL,Ialomita,Slobozia,405386,0.397,0.389,0.336,0.422,0.393,0.17,2.04,7.25,320.5,153.47
IS,Iasi,Iasi,956102,0.602,0.396,0.365,0.341,0.38,0.1,0.22,0.39,383.1,211.39
SB,Sibiu,Sibiu,498135,0.31,0.47,0.341,0.424,0.383,0.15,2.06,8.92,427.07,252.43
MS,Mures,Targu Mures,620195,0.39,0.543,0.261,0.396,0.397,0.06,4.52,4.78,523.2,294.58
TR,Teleorman,Alexandria,760209,0.435,0.356,0.319,0.4,0.372,0.94,4.32,7.7,86.12,332.8
PH,Prahova,Sinaia,101792,0.55,0.453,0.328,0.338,0.326,0.2,0.13,0.15,598.13,187.23
CL,Calarasi,Calarasi,720286,0.402,0.304,0.484,0.39,0.332,0.22,3.56,7.61,387.13,18.21
AG,Arges,Pitesti,987777,0.421,0.384,0.402,0.387,0.378,0.3,3.01,8.1,90.33,126.31
DJ,Dolj,Craiova,852424,0.427,0.34,0.395,0.382,0.322,0.27,4.79,17.23,108.84,375.11
VS,Vaslui,Vaslui,132096,0.456,0.335,0.426,0.358,0.405,0.4,5.46,6.21,438.67,201.31
BC,Bacau,Bacau,364438,0.515,0.36,0.363,0.417,0.363,0.57,3.01,0.88,452.96,197.42
GR,Giurgiu,Giurgiu,497216,0.375,0.328,0.501,0.384,0.315,0.13,6.7,6.08,520.55,17.05
CJ,Cluj,Cluj-Napoca,321776,0.481,0.4,0.254,0.431,0.356,0.26,0.51,2.42,462.5,373.72
DB,Dambovita,Targoviste,361718,0.402,0.349,0.352,0.424,0.412,0.08,4.3,18.0,397.88,327.69
VS,Vaslui,Husi,209640,0.395,0.337,0.332,0.319,0.396,1.63,7.5,1.74,84.61,91.47
NT,Neamt,Piatra Neamt,568295,0.375,0.515,0.394,0.422,0.44,0.5,1.51,4.24,583.12,271.03
BZ,Buzau,Buzau,874531,0.342,0.366,0.341,0.348,0.411,0.16,0.48,9.97,156.54,279.26
SJ,Salaj,Zalau,764494,0.411,0.394,0.351,0.402,0.344,0.55,5.69,2.73,84.45,194.59
SV,Suceava,Suceava,552569,0.407,0.497,0.349,0.44,0.399,0.07,1.48,0.75,100.14,188.29
CT,Constanta,Mangalia,837542,0.359,0.266,0.698,0.658,0.395,0.07,0.79,17.3,19.68,21.55
SV,Suceava,Falticeni,527573,0.403,0.476,0.399,0.372,0.386,0.15,5.59,9.22,369.5,31.15
TM,Timis,Sannicolau Mare,124357,0.586,0.407,0.31,0.376,0.379,0.29,0.7,1.18,514.55,358.95
TM,Timis,Sannicolau Mare,904695,0.511,0.428,0.301,0.429,0.333,0.12,0.34,1.33,199.92,387.59
MS,Mures,Sighisoara,449166,0.372,0.438,0.309,0.386,0.357,0.2,0.73,18.0,582.09,311.35
MH,Mehedinti,Drobeta-Turnu Severin,459369,0.185,0.195,0.339,0.257,0.184,0.45,4.21,12.22,365.47,6.22
HD,Hunedoara,Hunedoara,729859,0.347,0.543,0.368,0.366,0.456,0.06,6.9,12.43,302.26,259.53
BZB,Bucuresti,Sector 6,839982,0.658,0.292,0.196,0.343,0.332,0.36,0.74,0.45,384.72,35.19
DJ,Dolj,Bailesti,426277,0.392,0.339,0.412,0.367,0.399,0.18,1.85,2.96,259.51,242.96
AG,Arges,Curtea de Arges,379505,0.396,0.422,0.35,0.396,0.424,0.07,4.85,1.91,211.02,350.15
MS,Mures,Targu Mures,981125,0.387,0.499,0.257,0.398,0.367,0.09,5.49,0.9,230.65,200.56
CT,Constanta,Constanta,397607,0.41,0.25,0.662,0.58,0.364,0.16,3.14,15.76,22.75,24.63
VN,Vrancea,Adjud,814065,0.476,0.376,0.406,0.392,0.412,0.07,7.5,4.67,280.07,166.13
MS,Mures,Reghin,800251,0.348,0.486,0.335,0.405,0.373,0.17,3.14,5.48,482.55,182.47
BN,Bistrita-Nasaud,Bistrita,515875,0.152,0.328,0.19,0.214,0.239,0.82,1.86,4.37,117.31,143.9
IF,Ilfov,Otopeni,726946,0.529,0.32,0.383,0.33,0.304,0.3,5.19,2.81,313.74,147.31
DJ,Dolj,Craiova,732014,0.462,0.393,0.347,0.373,0.382,0.18,0.47,10.64,156.8,366.5
CV,Covasna,Sfantu Gheorghe,335318,0.308,0.539,0.4,0.49,0.415,0.38,7.5,0.75,589.57,176.35
SB,Sibiu,Sibiu,532205,0.322,0.607,0.299,0.376,0.45,4.31,4.36,6.16,545.01,87.47
BN,Bistrita-Nasaud,Bistrita,600176,0.158,0.325,0.19,0.248,0.245,0.06,5.35,5.33,501.49,116.09
VN,Vrancea,Adjud,219604,0.418,0.37,0.405,0.394,0.418,1.85,5.02,9.13,478.64,202.63
BH,Bihor,Alesd,252973,0.441,0.373,0.294,0.392,0.364,0.08,4.52,13.73,242.76,50.09
PH,Prahova,Ploiesti,965864,0.443,0.351,0.322,0.397,0.365,0.39,0.75,2.6,113.26,295.16
VN,Vrancea,Focsani,217116,0.405,0.328,0.329,0.345,0.374,0.39,7.1,3.49,178.37,89.9
HD,Hunedoara,Petrosani,729303,0.3,0.572,0.365,0.435,0.429,0.21,2.26,2.2,355.39,304.46
BR,Braila,Braila,802148,0.373,0.337,0.506,0.424,0.395,0.12,7.5,1.44,279.75,20.26
MS,Mures,Sighisoara,543135,0.306,0.549,0.294,0.348,0.416,0.1,2.65,5.37,161.5,310.09
VN,Vrancea,Focsani,319049,0.461,0.32,0.351,0.423,0.482,0.25,0.36,4.51,116.18,280.28
TL,Tulcea,Babadag,409698,0.437,0.284,0.559,0.682,0.321,0.18,0.99,4.27,15.55,23.73
TM,Timis,Timisoara,951807,0.572,0.408,0.297,0.416,0.402,0.32,0.56,1.89,461.55,320.4
IF,Ilfov,Voluntari,586531,0.442,0.396,0.348,0.36,0.334,1.05,0.37,2.41,187.25,252.98
CS,Caras-Severin,Caransebes,222124,0.168,0.277,0.162,0.231,0.223,0.1,7.5,6.45,356.15,173.53
CT,Constanta,Mangalia,354908,0.385,0.259,0.547,0.678,0.306,0.41,0.84,6.26,22.89,4.89
BH,Bihor,Oradea,977232,0.433,0.443,0.278,0.342,0.304,0.8,1.15,17.52,249.46,30.07
